,Levered_Free_Cash_Flow,Return_on_Equity,Total_Debt/Equity_(mrq),Total_Cash_(mrq),Profit_Margin,discretized FADY
52,-0.3693457637289832,-0.208583666306668,-0.05079419967344658,-0.2221746329228075,0.4663232133383372,1
53,1.1383597328310473,-0.2357584432476895,-0.4291376734005415,6.162187033438022,-0.7925899022331727,1
54,-0.3832814219278215,-0.2421875977922725,-0.2492170836517617,-0.3905331760387797,-0.1011988638620723,1
55,-0.2731233618798616,0.5145305200995351,0.5115495044985908,-0.3068952502785942,0.9952942362968484,0
56,-0.2936950477924324,-0.2527923887936467,-0.3415647762612258,-0.3691500170256578,-0.2377075149481397,2
57,-0.2173807290845083,0.0474557564327602,-0.2278616797358231,-0.2579034555776441,0.6521266550943732,0
58,-0.612887980822967,-0.6994529297827763,-0.3193173775871276,-0.2779332500962646,-0.932890460293853,1
59,-0.3773089969854623,-0.0911356059664488,-0.3790285561039288,-0.3680673254300567,-0.2446593444015968,1
60,-0.3102851170767637,9.296026548618716,0.05204588845139435,-0.3781634245590371,2.0671399411207845,0
61,-0.3567373110728914,-0.3170839342394778,-0.4005413708595426,-0.3779306458659828,-1.5718267855161403,0
62,-0.2220259484841211,0.0060970715274008,0.4502117473051454,-0.2489712499139349,-0.4607980419545369,1
63,1.4986960376867235,-0.1455514397922502,-0.4174368009846833,1.256782086668305,0.5472172287967476,1
64,-0.3195755558759893,-0.0378465311845434,-0.092960590134157,-0.3906252048244058,0.8455139107996354,1
65,-0.7953787429506116,-0.3754102847470359,-0.3863743952887726,-0.1379953613648214,-3.3047282729142733,0
66,2.8909346520278083,-0.0339360145027867,-0.3016348932636109,3.498765708259298,1.298646794265887,0
67,-0.5286104288585639,-0.4392378705865569,-0.4961422208222947,-0.1926712869426773,-3.334431544215408,1
68,-0.1636289046032748,-0.1826682082970598,-0.1771229190805096,-0.3539923346872424,-0.1132065692816801,1
69,-0.3924869195723113,-0.1518480344493161,-0.5492421440727366,-0.3160981288412036,0.4966584691352411,1
70,0.7415252755498422,-0.1524445539431434,-0.1549804609661949,-0.184551099975669,-0.0594878871413295,1
71,0.4813929891715269,0.165301496435531,-0.3789236155441454,0.0972193877795191,1.7277642668929227,0
72,-0.3434652556454264,-0.0594537928498434,0.1134050206800602,-0.2882188202544751,0.4214523141387502,1
73,-0.3408108445599334,-0.05360556550696279,-0.3341491295346854,-0.3953332892278772,0.0062385004186287,1
74,-0.4325313652080589,-0.0773493776646623,-0.5425259482465937,-0.3919785693189072,0.4043887327529918,0
75,-0.4382595843305528,-0.0691969445823559,-0.2912982481249379,-0.3250303345049127,0.7538761589131551,1
76,-0.4596090126911731,-0.1049881142119938,-0.1269088612241134,-0.1961900346283809,-0.1738770808754879,0
77,-0.2956858561065522,0.0106703876467435,-0.015566927293839,-0.2922789137379792,-0.3944396698988097,1
78,-0.3434652556454264,0.0216728583106692,-0.4260419268869287,-0.3518269514960401,1.0515408564202742,1
79,-0.1576564796609155,-0.1684180203889633,-0.254201760241477,-0.0849434731803672,-0.1157345072647555,1
80,3.1338132663504186,-0.0617073109376354,-0.4869074515613483,4.461278536748683,0.6445428411451474,1
81,-0.0375443780423567,-0.0021216414986641,0.6855409526196038,-0.1193189313407023,-0.3609444916230616,1
82,0.1967074002524014,-0.0474571230295388,-0.1622213595912551,-0.0911689498550735,0.3430862366634153,1
83,-0.2206987429413746,-0.1790228113903375,-0.4959323397027278,-0.1293338286000126,0.9927662983137728,1
84,-0.3501012833591589,-0.0332069351214422,0.1088925766093705,-0.2757678669050624,-0.3799040264961266,0
85,-0.4733382904281143,-0.4782767574603657,-0.5272046265182054,-0.3640072319465526,-2.9937919009960083,1
86,-0.3852722302419413,-0.15875309320285672,-0.1523904302614092,-0.3961361050460155,-0.035472476302114,1
87,-0.2784321840508476,-0.11807898523501138,-0.13233037950877327,-0.2906548763445776,-0.2080042436470046,1
88,-0.3666913526434902,-0.1556259912435556,-0.4945156421456507,-0.3545336804850429,0.3974369032995347,1
89,0.1124298482879983,-0.2166698194452159,0.3708766841088332,-0.2614222032633477,-0.3053298559954046,0
90,-0.3481104750450391,-0.1442921208608369,-0.4740522329878718,0.308344248921735,-0.2244358405369942,1
91,-0.4641334563863959,0.0091459489402959,-0.1987931446757986,-0.1553184268944391,1.5451207476157307,1
92,-0.4183986169861227,-0.2433806367799272,-0.4924693012298728,-0.3564283907773449,-0.4051834063268798,1
93,-0.4271449015128222,0.1494605898772283,3.5567146682956703,-0.3862538375071663,0.2704080196499998,0
94,-0.1948182348578177,-0.1374652866537023,-0.5291984971540915,-0.0746579030221566,1.338461817499323,1
95,-0.2432612371680652,-0.3725602471654167,0.0827623772232834,-0.3775679441814565,-1.0725590338587645,4
96,0.9717954372163607,-0.3588402988073887,-0.0433237053565701,-0.3307144653818186,-1.6584086614364704,1
97,-0.3421380501026799,-0.285799800785424,-0.2933970593206075,-0.2113477169667965,-0.8722199487000454,1
98,-0.523301606687578,-0.2246896926400051,0.2712356225944171,-0.3803829423300193,-0.1903086777654774,2
99,-0.3474468722736659,-0.2695612145645697,-0.5472482734368505,-0.2219039600239072,-0.6036265379982926,1
100,-0.4169300640530737,-0.472576682297127,0.2430066120126604,-0.3347745588653227,-1.535803669257317,1
